method,epsilon_px,class,source_path,example_path,clean_pred,clean_conf,adv_pred,adv_conf,mask_area
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1002_4.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\01_1002_4_clean-A1_adv-A1.png,A1,0.999974,A1,0.980124,1.000000
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1002_5.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\02_1002_5_clean-A1_adv-A1.png,A1,0.999996,A1,0.996216,1.000000
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1002_6.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\03_1002_6_clean-A1_adv-A19.png,A1,0.999614,A19,0.995948,1.000000
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1002_7.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\04_1002_7_clean-A1_adv-A19.png,A1,0.993278,A19,0.998921,1.000000
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1016_0.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\05_1016_0_clean-A1_adv-A16.png,A1,0.963924,A16,0.987326,1.000000
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1016_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\06_1016_1_clean-A1_adv-A20.png,A1,0.858421,A20,0.990648,1.000000
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1016_3.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\07_1016_3_clean-A1_adv-A19.png,A1,0.637700,A19,0.995932,1.000000
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1018_0.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\08_1018_0_clean-A1_adv-A20.png,A1,0.587129,A20,0.996538,1.000000
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1018_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\09_1018_1_clean-A1_adv-A19.png,A1,0.761259,A19,0.933717,1.000000
standard_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1018_2.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A1\10_1018_2_clean-A1_adv-A20.png,A1,0.992243,A20,0.877692,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1040_0.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\01_1040_0_clean-A10_adv-A10.png,A10,1.000000,A10,0.999965,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1040_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\02_1040_1_clean-A10_adv-A10.png,A10,0.999999,A10,0.999528,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1040_2.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\03_1040_2_clean-A10_adv-A10.png,A10,1.000000,A10,0.999973,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1040_3.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\04_1040_3_clean-A10_adv-A10.png,A10,1.000000,A10,0.999891,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1057_0.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\05_1057_0_clean-A10_adv-A15.png,A10,0.999665,A15,0.863862,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1057_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\06_1057_1_clean-A10_adv-A15.png,A10,0.999799,A15,0.879499,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1057_2.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\07_1057_2_clean-A10_adv-A15.png,A10,0.997522,A15,0.990247,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1057_3.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\08_1057_3_clean-A10_adv-A15.png,A10,0.999478,A15,0.939336,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1057_4.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\09_1057_4_clean-A10_adv-A10.png,A10,1.000000,A10,0.999048,1.000000
standard_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1057_5.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A10\10_1057_5_clean-A10_adv-A15.png,A10,0.929925,A15,0.995371,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1057_6.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\01_1057_6_clean-A11_adv-A11.png,A11,0.992335,A11,0.710645,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1065_0.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\02_1065_0_clean-A11_adv-A11.png,A11,0.999728,A11,0.976731,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1065_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\03_1065_1_clean-A11_adv-A17.png,A11,0.950061,A17,0.997959,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1076_7.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\04_1076_7_clean-A11_adv-A11.png,A11,0.999937,A11,0.998042,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1076_8.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\05_1076_8_clean-A11_adv-A11.png,A11,0.999963,A11,0.998971,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1114_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\06_1114_1_clean-A11_adv-A11.png,A11,0.999858,A11,0.996535,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1117_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\07_1117_1_clean-A11_adv-A11.png,A11,0.999603,A11,0.946799,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1117_2.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\08_1117_2_clean-A11_adv-A11.png,A11,0.999903,A11,0.992004,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1117_3.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\09_1117_3_clean-A11_adv-A11.png,A11,0.999730,A11,0.969012,1.000000
standard_pgd,0.125,A11,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A11\1123_0.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A11\10_1123_0_clean-A11_adv-A11.png,A11,0.997898,A11,0.886271,1.000000
standard_pgd,0.125,A12,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A12\1012_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\standard_pgd\examples\A12\01_1012_1_clean-A12_adv-A12.png,A12,0.999995,A12,0.998624,1.000000
