method,epsilon_px,class,source_path,example_path,clean_pred,clean_conf,adv_pred,adv_conf,mask_area
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1002_4.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\01_1002_4_clean-A1_adv-A1.png,A1,0.999974,A1,0.999915,0.070043
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1002_5.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\02_1002_5_clean-A1_adv-A1.png,A1,0.999996,A1,0.999985,0.077213
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1002_6.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\03_1002_6_clean-A1_adv-A1.png,A1,0.999614,A1,0.996336,0.074298
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1002_7.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\04_1002_7_clean-A1_adv-A1.png,A1,0.993278,A1,0.934733,0.066865
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1016_0.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\05_1016_0_clean-A1_adv-A1.png,A1,0.963924,A1,0.924926,0.076605
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1016_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\06_1016_1_clean-A1_adv-A1.png,A1,0.858421,A1,0.755897,0.083865
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1016_3.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\07_1016_3_clean-A1_adv-A19.png,A1,0.637700,A19,0.672938,0.096984
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1018_0.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\08_1018_0_clean-A1_adv-A20.png,A1,0.587129,A20,0.599075,0.065898
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1018_1.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\09_1018_1_clean-A1_adv-A1.png,A1,0.761259,A1,0.618931,0.091423
layercam_masked_pgd,0.125,A1,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A1\1018_2.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A1\10_1018_2_clean-A1_adv-A1.png,A1,0.992243,A1,0.974089,0.095972
layercam_masked_pgd,0.125,A10,c:\Users\ryan5\Desktop\BBB\MAR20\Classification_Dataset\test\A10\1040_0.jpg,c:\Users\ryan5\Desktop\BBB\Evaluate_models\Adversarial_Attacks\efficientnetb0_pretrained_seed4\epsilon_0p125\layercam_masked_pgd\examples\A10\01_1040_0_clean-A10_adv-A10.png,A10,1.000000,A10,1.000000,0.045874
